date,world_oil_price,us_short_rate,us_long_rate,us_inflation,us_gdp,us_gdp_gap,us_unemployment,us_manufacturing_confidence,us_wage_growth,us_consumption,jp_short_rate,jp_long_rate,jp_inflation,jp_unemployment,jp_job_openings,jp_employment,jp_wage_growth,jp_usd_jpy,jp_tankan_all,jp_economy_watcher,jp_consumer_sentiment,jp_export_volume,jp_production_inventory,jp_corporate_goods_price,jp_housing_starts,jp_consumption,jp_investment,jp_gdp,jp_gdp_gap,jp_operating_profit
2008-07-01,73.3752,6.391,6.2879,3.7292,5.9223,3.9905,2.3388,11.7666,1.6734,17015.1949,0.1,1.1985,1.6108,2.2968,246.5211,0.9676,0.5302,136.3218,28.0381,62.5603,46.4986,124.8264,89.0967,108.4466,6.7278,26.5747,6.3317,4.7445,3.5916,120.7601
2008-08-01,73.8422,6.2029,6.1362,3.6055,4.9511,3.8854,2.4084,11.1185,1.6482,17157.1757,0.1,1.2381,1.7033,2.4389,253.2158,1.0895,0.6945,134.8753,30.7403,58.524,47.0449,124.5567,89.531,108.1479,12.9134,26.3338,10.6021,3.7497,3.6527,121.5264
2008-09-01,73.6017,6.4217,6.2405,3.9984,4.6184,2.9886,2.6798,8.5564,1.3773,16531.0451,0.1,1.1904,1.694,2.4669,257.806,0.9539,0.9288,134.2937,26.3168,59.2745,44.7689,123.6548,91.7252,108.6766,9.5967,26.0498,13.7076,3.4484,3.3255,120.5903
2008-10-01,72.2995,6.0703,6.1986,4.1193,4.6765,2.4378,2.8765,6.4606,1.3583,16352.6268,0.1,1.1886,1.8258,2.5338,250.5053,0.9795,0.793,133.1999,25.5585,57.3781,44.586,122.7984,91.4866,108.7582,7.5962,25.9059,12.6333,3.1612,3.1061,120.8103
2008-11-01,70.9471,5.7923,6.1376,4.3704,3.9868,1.7614,3.3316,3.556,1.5603,16024.4579,0.1,1.2355,2.1915,2.8244,252.6669,0.8763,0.3466,134.6642,26.2985,55.1347,41.538,118.4956,95.1416,109.1891,7.4373,25.7887,10.4334,2.562,2.7701,120.1597
2008-12-01,71.5645,5.7079,6.1241,4.1947,3.3142,1.3846,3.8125,2.8553,1.1538,15405.3546,0.1,1.1097,2.3966,3.17,247.4468,0.7984,0.257,134.5436,18.0961,51.117,38.5258,114.8519,98.3406,109.5615,5.5659,25.4746,12.6234,1.8437,1.8718,113.8063
2009-01-01,70.0015,5.1893,5.8664,4.3789,3.1854,0.7923,4.1796,2.6878,0.8473,14889.1343,0.1,0.9884,2.4348,3.2818,233.6503,0.6792,-0.2795,131.2851,13.5128,49.7486,38.5435,109.3625,99.1911,108.5851,-2.9464,25.1834,10.7411,1.6202,1.0956,107.3474
2009-02-01,70.9579,4.6156,5.492,4.1555,2.5283,0.1465,4.4584,0.261,0.7243,14363.886,0.1,0.86,2.1021,3.2789,217.8004,0.6341,-0.3051,129.7161,12.6804,48.4427,39.3975,108.41,96.9713,108.3975,2.2395,25.1128,5.3112,1.4822,0.6419,105.594
2009-03-01,68.7041,4.5423,5.4295,3.9421,1.3925,-0.3914,4.8411,-2.4088,0.3312,14189.4612,0.1,0.8538,1.9944,3.487,211.8244,0.7051,-0.099,130.0086,11.5071,44.5332,38.6166,105.5968,101.035,108.4406,3.726,24.7504,1.2055,0.9148,0.2972,105.1797
2009-04-01,67.9334,4.3481,5.409,3.3703,0.4021,-1.1725,5.3486,-5.1396,0.192,14023.3043,0.1,0.7011,2.0063,3.5934,210.8594,0.4223,-0.1853,129.6911,7.6744,45.4797,36.1674,102.3577,102.7657,107.7418,-4.8566,24.7335,0.9411,0.0086,-0.2864,101.715
2009-05-01,68.0259,3.8373,4.9313,2.6709,0.1662,-1.3245,5.7726,-3.4004,0.1196,13555.2078,0.1,0.5744,1.775,3.7941,203.8244,0.2208,-0.5589,126.6233,4.9715,47.3448,35.2339,97.6966,104.9878,106.9436,2.4454,24.8852,-1.1361,0.3444,-0.8138,99.208
2009-06-01,66.2984,3.3345,4.4985,2.5727,0.1455,-1.3957,6.3083,-5.6367,0.1808,12955.1224,0.1,0.399,1.4148,3.9795,198.3273,0.0059,-0.0841,124.6537,1.9751,44.2993,35.0839,92.9365,107.4863,105.6286,-1.3572,24.7042,-2.2402,0.1534,-1.4339,94.8919
2009-07-01,67.2855,3.3567,4.6039,2.3455,-0.4943,-1.1447,6.4277,-4.5367,0.6123,12447.4532,0.1,0.3794,1.3846,4.0374,186.9685,-0.0411,-0.2052,126.2833,-3.4029,42.7909,33.8553,92.1389,108.2534,105.5099,-6.3786,24.508,-0.3523,-0.5495,-1.8027,92.8225
2009-08-01,67.3125,3.2783,4.4302,2.2092,-0.5848,-1.3527,6.5216,-4.4637,1.1435,12653.1894,0.1,0.3046,1.428,4.0844,180.6502,-0.0001,-0.1266,124.9691,-5.7081,43.5533,33.8346,92.4007,107.7057,105.0255,-5.6218,24.3638,0.0886,-1.1828,-1.8768,92.1533
2009-09-01,65.9154,2.9738,4.2157,1.861,-0.155,-1.2354,6.4621,-1.3669,0.9363,12398.4798,0.1,0.3551,1.1655,4.2422,174.1597,0.0637,-0.1936,122.7421,-4.697,40.9512,33.6249,92.0651,106.7447,104.0293,-1.6005,24.3863,-1.2589,-1.2654,-2.0475,93.7342
2009-10-01,63.9229,2.2731,3.6909,1.3473,0.2,-0.5782,6.4164,1.3471,0.6123,12671.0528,0.1,0.2844,1.0214,4.0947,173.8065,-0.0927,-0.0699,119.1575,-12.2304,41.7127,33.9934,92.4707,110.1589,103.1907,-5.2522,24.3107,-3.2989,-1.1746,-2.1701,90.1012
2009-11-01,61.9679,2.1365,3.4091,1.0493,0.8212,0.1706,6.1416,2.5211,0.7495,12787.4237,0.1,0.3235,0.7255,3.9327,164.0077,-0.015,-0.1627,118.7785,-7.0715,41.7626,35.3321,93.0182,110.8511,102.3641,-1.9777,24.2143,-4.0514,-1.0039,-1.8298,93.9253
2009-12-01,62.1858,2.7463,3.7449,1.1042,1.123,0.3231,5.6965,0.6496,0.8844,13443.1681,0.1,0.3367,0.6387,3.7658,172.8333,0.1216,-0.1136,121.7809,-3.3302,44.1,37.0598,98.0126,108.9686,102.0946,-2.4913,24.4872,-3.0771,-0.4445,-1.3148,95.0165
2010-01-01,60.8371,2.6775,3.6427,1.2799,1.2581,0.4102,5.1463,2.3204,0.8552,13970.0159,0.1,0.488,0.625,3.5971,178.0099,0.2004,0.0483,120.4158,3.9716,48.1006,37.9077,102.4434,106.9311,101.7182,1.7346,24.8593,-1.7152,0.3909,-0.7167,99.0634
2010-02-01,59.2842,2.6019,3.7642,1.1709,1.9787,0.7484,5.1275,3.8062,1.2055,14193.8274,0.1,0.6256,0.458,3.5536,190.9734,0.2838,0.3822,125.1046,2.3651,47.668,39.4247,103.6214,106.135,102.4341,0.2771,24.717,0.1462,0.7429,-0.4102,103.5691
2010-03-01,59.1934,2.3355,3.5769,1.2971,2.2908,1.1167,5.0633,3.0345,1.1568,13986.5134,0.1,0.7055,0.5724,3.6698,198.5518,0.3816,0.0487,127.3865,4.197,47.3665,37.4655,102.854,103.8152,103.0893,2.6237,24.6123,2.2699,-0.1163,-0.0144,105.6054
2010-04-01,62.3019,1.9602,3.353,1.5317,2.9042,1.0791,4.9782,4.0105,1.1504,14230.8858,0.1,0.6785,0.7123,3.5193,204.3195,0.448,0.1548,124.2497,2.6748,49.0249,37.5771,106.2448,99.9401,102.7467,2.5951,24.7988,5.6154,-0.0269,-0.1153,102.2368
2010-05-01,62.8123,1.8499,3.3311,1.6705,3.0166,1.3125,4.7185,4.09,1.2449,14513.7085,0.1,0.7745,0.7176,3.6164,200.4133,0.6159,0.2135,125.3588,9.3891,47.2157,38.2262,105.1394,103.3117,103.8781,1.9745,24.9076,1.8314,0.1461,0.4425,106.1463
2010-06-01,63.9652,1.9352,3.4126,1.8396,3.7679,1.2233,4.6889,3.3351,1.3856,14500.4732,0.1,0.7731,1.0203,3.6161,211.3252,0.4724,-0.0963,124.1456,7.7162,47.4848,36.527,103.8262,106.0733,103.8204,2.8258,24.762,4.0783,-0.1739,0.4939,105.8373
2010-07-01,64.3675,2.4092,3.709,2.0891,3.5668,0.9708,4.3733,1.2145,1.2256,14729.1808,0.1,0.7435,1.121,3.4088,206.3711,0.3228,-0.0873,125.7543,7.9137,50.2893,37.868,106.5995,105.5171,104.5012,-0.0695,24.8804,1.3473,0.6418,0.1468,104.8117
2010-08-01,65.5445,2.0093,3.5187,2.1796,3.645,0.9237,4.3931,2.6957,1.3375,14762.3119,0.1,0.8032,1.0442,3.219,204.2062,0.4583,-0.3068,126.6201,11.6784,50.2165,39.0902,109.2666,99.0931,104.5873,1.5343,24.9183,1.8686,1.3074,0.3481,107.8879
2010-09-01,63.8055,2.0231,3.4944,2.1668,3.558,0.6437,4.5271,2.8668,0.9041,14545.9601,0.1,0.914,0.9692,3.2283,213.4744,0.3175,0.1498,127.3185,11.5515,50.8749,39.3652,106.4946,101.4571,105.1198,5.5101,25.0203,5.5011,1.4535,0.2968,109.5568
2010-10-01,63.3485,2.3345,3.6365,2.202,3.1681,0.9675,4.5369,4.4001,1.1133,14158.2751,0.1,0.8959,1.1435,3.2859,223.6855,0.4395,-0.0609,126.165,12.0353,51.4723,39.9474,106.3188,99.67,104.5176,0.9818,24.9327,5.8915,1.1612,0.3709,108.8569
2010-11-01,63.8245,2.5792,3.8324,2.6275,3.5145,1.199,4.5566,6.513,1.0397,14266.6412,0.1,0.8868,0.9726,3.4509,219.2752,0.486,0.1546,127.839,7.9352,48.8514,39.7821,103.6344,101.391,104.9447,2.5464,24.9054,5.9157,0.6983,0.329,107.5245
2010-12-01,63.9185,2.7398,3.8407,2.9636,3.4969,1.2206,4.3371,6.5444,0.9702,14396.772,0.1,0.8781,1.031,3.4233,219.6416,0.2622,0.1153,124.1002,5.9993,49.5498,39.2815,104.8844,102.8835,104.5133,-4.6778,24.968,5.3831,0.9824,-0.0742,103.1258
2011-01-01,63.7771,3.2617,4.1635,2.8755,3.2209,1.0754,4.0973,6.0649,0.5362,14665.618,0.1,0.9657,1.2137,3.3232,212.653,0.3925,0.7102,123.5717,7.5828,50.3718,40.18,107.4309,100.8407,104.3342,-1.19,25.183,3.3173,1.5551,0.1352,103.5594
